sample,B2M,CD274,CTLA4,HLA-A,HLA-B,HLA-C,PDCD1,PDCD1LG2,TAP1,TAPBP,canType
TCGA-FG-8185-01A-11R-2256-07,11.7279,0.4615,0.2505,8.9569,8.7302,7.8035,0.1254,0.3909,5.4154,5.3345,LGG
TCGA-FG-8186-01A-11R-2256-07,13.282,1.4104,0.2858,9.8307,9.9186,9.7321,0.5033,0.9088,6.6467,5.7382,LGG
TCGA-FG-8187-01A-11R-2256-07,11.2538,1.0622,0.562,8.125,8.3428,7.9819,0.1022,0.5509,4.4803,5.1014,LGG
TCGA-FG-8188-01A-11R-2256-07,11.4744,1.1881,0,8.1487,7.948,7.9967,0.0968,0.8409,4.3642,5.0059,LGG
TCGA-FG-8189-01B-11R-A28M-07,9.7236,1.3622,0.1012,6.7057,6.5689,6.8749,0.2494,0.1978,3.418,5.2463,LGG
TCGA-FG-8191-01A-11R-2256-07,11.5367,1.5922,0.2183,8.1407,8.2005,7.8474,1.1689,1.6947,4.1845,4.9092,LGG
TCGA-FG-A4MT-01A-11R-A26U-07,10.7842,0.6735,0,8.3505,7.9654,7.4748,0.1791,0.7266,4.8129,5.6608,LGG
TCGA-FG-A4MU-01B-11R-A28M-07,12.9279,2.1067,0.4506,10.7923,10.5644,9.941,0.6548,2.0762,6.5332,6.1692,LGG
TCGA-FG-A4MW-01A-11R-A26U-07,11.3373,0.6908,0.0706,9.997,9.4741,8.602,0.116,1.1899,5.7009,5.7878,LGG
TCGA-FG-A4MX-01A-11R-A26U-07,9.575,0.2183,0.0432,7.7032,7.1053,7.0893,0.207,0.2004,3.909,5.071,LGG
TCGA-FG-A4MY-01A-11R-A26U-07,11.3389,0.6749,0.0286,8.4089,8.2515,7.8174,0.6051,0.3697,4.8256,5.7322,LGG
TCGA-FG-A60J-01A-11R-A28M-07,11.6816,1.0817,0.5158,8.5898,8.9697,8.9538,0.5059,0.829,5.3084,5.8232,LGG
TCGA-FG-A60K-01A-11R-A29R-07,11.2188,0.5504,0.2341,7.858,8.1317,7.2567,0.0418,0.4341,4.7042,5.3525,LGG
TCGA-FG-A60L-01A-12R-A31N-07,11.5923,1.0174,0.0685,8.4858,9.1266,8.4595,0.2719,0.7506,4.2664,5.4906,LGG
TCGA-FG-A6IZ-01A-11R-A31N-07,12.2664,0.2789,0.1276,10.1248,9.963,9.7038,0.2166,0.3512,5.5883,5.7026,LGG
TCGA-FG-A6J1-01A-11R-A31N-07,11.3253,0.4239,0.4989,8.9392,9.0766,8.6388,0.259,0.4005,4.2589,5.5502,LGG
TCGA-FG-A6J3-01A-11R-A31N-07,12.6797,1.0291,0.3928,10.4778,10.4973,9.771,0.6527,0.5977,5.5777,7.0688,LGG
TCGA-FG-A70Y-01A-12R-A34R-07,10.9032,0.5283,0.2132,8.0454,8.3537,7.4732,0.071,1.0879,3.9401,5.5658,LGG
TCGA-FG-A70Z-01A-12R-A33Z-07,12.4198,1.118,0.8594,9.8694,9.9507,9.0275,0.3236,1.7714,5.6457,6.0973,LGG
TCGA-FG-A710-01A-12R-A33Z-07,12.6819,1.396,0.2493,9.9673,10.2287,9.6009,1.5152,0.6913,6.1217,6.0328,LGG
TCGA-FG-A711-01A-21R-A33Z-07,11.0272,0.6502,0.1382,8.4924,8.3542,7.6379,0,0.9372,4.1752,5.5786,LGG
TCGA-FG-A713-01A-11R-A32Q-07,10.2395,0.6184,0.2377,7.8412,7.3256,7.2032,0.0291,0.3792,3.5571,5.0844,LGG
TCGA-FG-A87N-01A-11R-A36H-07,11.4139,0.4914,0.2006,8.6329,8.931,8.5287,0.6102,0.7156,5.0357,5.431,LGG
TCGA-FG-A87Q-01A-11R-A36H-07,12.5366,2.6945,0.1059,10.2456,10.5506,10.2101,0.3402,2.3157,6.8237,5.7377,LGG
TCGA-FN-7833-01A-11R-2090-07,13.8426,2.6631,0.64,9.7207,10.6823,9.6335,0.8312,1.7618,7.2666,6.2691,LGG
TCGA-HT-7467-01A-11R-2027-07,11.5435,0.7069,0.1942,8.3892,8.2805,7.6949,0.0328,0.3479,4.4358,4.7378,LGG
TCGA-HT-7468-01A-11R-2027-07,11.5496,0.8282,0.0916,8.8337,8.4733,8.1883,0.1,0.555,5.0458,5.2131,LGG
TCGA-HT-7469-01A-11R-2256-07,12.1353,1.0331,0.2028,8.4864,8.1924,8.1132,0.1463,1.8592,5.2221,5.527,LGG
TCGA-HT-7470-01A-12R-2090-07,11.4543,0.8286,0.2068,8.0955,8.135,7.2454,0.0295,0.7736,3.9175,4.9362,LGG
TCGA-HT-7471-01A-11R-2256-07,13.4854,1.393,0.5,9.9366,10.074,9.578,0.1242,0.8993,6.4928,5.6576,LGG
TCGA-HT-7472-01A-11R-2027-07,12.5391,1.466,0.6522,9.0009,9.3353,8.7129,0.3309,1.6221,4.9929,5.583,LGG
TCGA-HT-7473-01A-11R-2027-07,12.7205,1.8119,1.5483,9.4704,9.5427,9.1438,0.3636,2.7209,4.9034,5.6662,LGG
TCGA-HT-7474-01A-11R-2027-07,11.8392,0.7748,0.1629,8.6669,8.6416,8.6757,0.0396,0.5464,4.9821,4.9858,LGG
TCGA-HT-7475-01A-11R-2027-07,10.542,0.466,0.1534,7.8502,7.3665,7.7168,0.0462,0.169,4.0128,4.8021,LGG
TCGA-HT-7476-01A-11R-2027-07,11.0035,0.7013,0.2772,7.5861,7.7835,6.7771,0.0574,0.5296,3.2318,4.5563,LGG
TCGA-HT-7477-01B-11R-A28M-07,12.2368,0.7499,0.5744,8.946,8.9214,8.2577,0.2017,0.7244,5.6995,5.8914,LGG
TCGA-HT-7478-01A-11R-2027-07,13.3353,1.1932,0.5492,9.3981,10.0482,9.0966,0.7274,1.6932,5.7086,5.4359,LGG
TCGA-HT-7479-01A-11R-2027-07,11.7571,1.3395,0.2592,8.3846,8.4642,7.5372,0.1164,1.1328,3.9004,4.7064,LGG
TCGA-HT-7480-01A-11R-2090-07,11.2016,0.7146,0.6741,8.039,8.662,7.4684,0.4604,0.6774,4.817,5.3036,LGG
TCGA-HT-7481-01A-11R-2027-07,11.0379,0.5465,0.1975,7.6731,7.4805,7.1651,0.066,0.1996,4.2708,4.622,LGG
TCGA-HT-7482-01A-11R-2027-07,11.7714,1.4103,0.5582,7.9087,7.9958,7.8462,0.0332,1.0533,4.0968,5.0915,LGG
TCGA-HT-7483-01A-11R-2027-07,11.5148,1.1566,0.2748,8.5293,7.6489,7.5955,0.1626,0.7717,4.3097,4.9243,LGG
TCGA-HT-7485-01A-11R-2027-07,12.4649,1.6377,0.1485,9.7769,9.9616,8.6126,0.0456,1.7411,4.6081,4.8898,LGG
TCGA-HT-7601-01A-11R-2090-07,13.537,1.3626,0.6885,9.9949,10.5523,9.9127,0.4264,2.5754,5.8773,5.6935,LGG
TCGA-HT-7602-01A-21R-2090-07,11.178,1.0379,0.121,7.9113,7.9262,7.2574,0.0644,0.6868,4.0157,4.9488,LGG
TCGA-HT-7603-01A-21R-2090-07,10.8922,1.2166,0.1098,8.0867,8.2171,8.1799,0,0.7485,4.3504,4.8575,LGG
TCGA-HT-7604-01A-11R-2090-07,11.5007,0.8306,0.1125,7.6049,7.9131,7.4288,0.069,1.0378,4.9541,5.4049,LGG
TCGA-HT-7605-01A-11R-2090-07,11.4169,1.2222,0.0582,8.1467,8.3293,7.8226,0.1465,0.3511,4.5164,5.1552,LGG
TCGA-HT-7606-01A-11R-2090-07,11.2102,0.6417,0.0988,8.3571,7.4568,6.9184,0.1947,0.4682,4.5809,5.3363,LGG
TCGA-HT-7607-01A-11R-2090-07,11.4062,1.1688,0.486,7.9151,8.2127,8.0138,0.0318,0.5544,4.2092,5.0256,LGG
TCGA-HT-7608-01A-11R-2090-07,11.2127,0.7488,0.6024,7.8281,8.4325,8.1812,0.088,0.6115,4.5835,5.1627,LGG
TCGA-HT-7609-01A-11R-2090-07,10.9103,0.9678,0.0994,7.7493,7.8183,7.6762,0.3146,0.775,4.1928,4.8438,LGG
TCGA-HT-7610-01A-21R-2090-07,10.3716,0.9532,0.2902,7.5898,7.5026,6.4406,0.066,0.6006,3.8949,4.8516,LGG
TCGA-HT-7611-01A-11R-2403-07,12.2285,1.7992,0.9139,9.2409,9.4932,8.9469,0.0868,1.7195,5.0868,5.4346,LGG
TCGA-HT-7616-01A-11R-2256-07,13.4556,1.6813,1.176,9.9498,10.4269,9.7827,0.9216,1.9636,6.5681,5.3853,LGG
TCGA-HT-7620-01A-11R-2256-07,11.1483,0.8146,0.0979,7.8296,7.7581,6.6188,0.265,0.5576,4.1008,5.1244,LGG
TCGA-HT-7676-01A-11R-2403-07,12.3586,0.9954,0.2292,8.8631,9.1831,8.9595,0.0882,1.4568,4.4889,4.7567,LGG
TCGA-HT-7677-01A-11R-2256-07,11.4516,0.842,0.1074,7.6051,8.1998,7.4318,0.2504,0.6152,5.0264,5.2496,LGG
TCGA-HT-7680-01A-11R-2256-07,12.2112,1.3903,0.2637,8.6069,8.855,8.6902,0.3041,2.1191,4.4776,4.8064,LGG
TCGA-HT-7681-01A-11R-2403-07,12.1323,0.724,0.5786,9.2042,9.1538,8.8458,0.2347,0.7722,5.0017,5.3045,LGG
TCGA-HT-7684-01A-11R-2256-07,10.9354,0.6294,0.0164,8.5679,8.4707,8.0901,0.2217,0.5376,4.3842,5.0412,LGG
TCGA-HT-7686-01A-11R-2256-07,13.1637,1.4045,0.1645,10.1125,10.1188,9.3076,0.1676,2.0247,4.9482,5.2429,LGG
TCGA-HT-7687-01A-11R-2256-07,12.1425,1.0194,0.3162,8.986,9.2507,9.0649,0.3096,0.8713,5.2682,5.244,LGG
TCGA-HT-7688-01A-11R-2256-07,10.8369,1.0728,0.0776,7.7732,7.0156,7.6349,0.0574,0.3311,3.8227,4.9951,LGG
TCGA-HT-7689-01A-11R-2256-07,11.907,1.2082,0.2835,8.5518,8.5607,8.1812,0.0291,1.1321,4.9914,5.113,LGG
TCGA-HT-7690-01A-11R-2256-07,13.0475,0.9293,0.3033,9.6874,10.1954,9.7796,0.4452,1.5602,5.7252,5.5766,LGG
TCGA-HT-7691-01A-11R-2256-07,12.017,1.5496,0.2616,9.3338,9.0575,8.6333,1.0031,1.036,4.7177,4.9213,LGG
TCGA-HT-7692-01A-12R-2256-07,10.89,0.3748,0.0136,7.6589,7.6752,7.3194,0.0429,0.2354,4.2186,5.1394,LGG
TCGA-HT-7693-01A-11R-2256-07,11.7188,1.2985,0.1002,9.3113,8.8317,8.0162,0.3267,1.2984,4.5815,5.1024,LGG
TCGA-HT-7694-01A-11R-2256-07,10.7085,1.1465,0.528,7.1595,7.2023,6.8049,0.169,0.2451,4.1755,5.0082,LGG
TCGA-HT-7695-01A-11R-2256-07,11.1877,0.7794,0.0754,8.0864,8.0016,7.4396,0.0567,0.6616,4.4241,5.0793,LGG
TCGA-HT-7854-01A-11R-2256-07,11.7909,1.9048,0.1891,8.4787,9.1676,9.1367,0.5372,1.8124,4.5675,5.4855,LGG
TCGA-HT-7855-01A-11R-2403-07,10.9718,0.5358,0.298,8.3547,7.6862,7.6629,0,0.6112,4.5688,5.4996,LGG
TCGA-HT-7856-01A-11R-2403-07,10.498,1.0296,0.2686,7.7062,7.1244,7.3748,0.2029,0.4131,4.1842,5.1481,LGG
TCGA-HT-7857-01A-11R-2403-07,13.3936,3.7856,0.9137,10.4396,10.8296,9.8715,1.0614,4.1081,5.2117,6.4326,LGG
TCGA-HT-7858-01A-11R-2403-07,11.9185,1.0934,0.6214,8.6579,8.8734,8.451,0.1854,1.0208,4.6171,5.1985,LGG
TCGA-HT-7860-01A-11R-2403-07,12.6963,3.3119,0.6571,9.7323,10.0293,9.6229,0.409,4.0779,6.0795,5.5182,LGG
TCGA-HT-7873-01B-11R-2403-07,11.1156,1.2684,0.4284,7.0846,7.2243,6.3191,0.0414,0.8617,3.9655,5.3184,LGG
TCGA-HT-7874-01A-11R-2403-07,10.8326,1.0833,0.6614,7.8479,7.4035,6.8555,0.0146,0.4124,4.031,4.9582,LGG
TCGA-HT-7875-01A-11R-2403-07,10.8006,0.6452,0.1035,7.0377,7.0676,7.4357,0,0.3694,4.7138,5.2153,LGG
TCGA-HT-7877-01A-11R-2403-07,11.2299,0.597,0.284,7.4183,7.6629,7.3442,0.0239,0.2475,4.5845,4.8182,LGG
TCGA-HT-7879-01A-11R-2403-07,11.8014,0.7613,0.168,8.2712,8.3707,8.2499,0.0144,1.1013,4.8802,5.2787,LGG
TCGA-HT-7880-01A-11R-2403-07,10.1477,1.03,0.3687,7.2205,7.2426,6.3636,0.0327,0.6397,3.7237,4.9308,LGG
TCGA-HT-7881-01A-11R-2403-07,10.9363,1.1995,0.1733,7.6284,7.6367,7.2103,0.0791,0.5453,4.3718,4.9488,LGG
TCGA-HT-7882-01A-11R-2403-07,13.3633,2.9814,0.5244,10.1869,10.5504,9.9771,2.4597,2.9908,5.8356,5.6671,LGG
TCGA-HT-7884-01B-11R-2403-07,10.8656,0.4791,0.2859,6.9719,7.0196,7.2176,0.1753,0.7458,4.2088,5.0686,LGG
TCGA-HT-7902-01A-12R-2403-07,11.7921,0.9408,0.4677,8.5936,8.4933,8.3444,0.1491,0.8287,5.039,5.3971,LGG
TCGA-HT-8010-01A-11R-2403-07,10.958,0.8592,0.1806,7.815,7.8523,8.2385,0.1782,0.6518,4.1055,5.1052,LGG
TCGA-HT-8011-01A-11R-2403-07,11.5248,1.0757,0.6081,8.9321,9.3541,8.1967,0.4039,1.2649,5.4187,5.4475,LGG
TCGA-HT-8012-01A-11R-2403-07,10.5698,0.7431,0.2546,8.1004,8.1341,8.2134,0.0661,0.3513,4.9552,5.7194,LGG
TCGA-HT-8013-01A-11R-2403-07,12.0366,0.8833,0.5642,8.5756,9.2094,8.1143,0.1389,1.8639,4.7572,5.3309,LGG
TCGA-HT-8015-01B-11R-A28M-07,11.1468,1.2807,0.3172,8.3695,8.7848,7.6222,0.2094,0.9218,4.2652,5.5569,LGG
TCGA-HT-8018-01A-11R-2404-07,12.9639,1.4554,0.7955,9.9426,10.368,10.1206,0.6163,1.4678,5.779,5.8532,LGG
TCGA-HT-8019-01A-21R-2404-07,9.4121,0.785,0.1737,6.3993,6.525,6.3178,0.1477,0.1196,2.8752,4.8943,LGG
TCGA-HT-8104-01A-11R-2404-07,12.3113,2.1341,0.2379,10.1548,10.1176,9.4942,0.4412,2.3979,6.1758,5.4497,LGG
TCGA-HT-8105-01A-11R-2404-07,11.3136,1.3086,0.4696,8.02,8.3938,7.9701,0.1549,0.293,5.1368,5.4175,LGG
TCGA-HT-8106-01A-11R-2404-07,14.1522,1.684,2.8213,10.995,11.1011,10.349,2.509,3.9859,6.321,6.1027,LGG
TCGA-HT-8107-01A-13R-2404-07,10.3233,1.5644,0.1586,7.3153,7.0284,7.6082,0.157,0.3564,4.1482,5.0171,LGG
TCGA-HT-8108-01A-11R-2404-07,12.4595,1.0685,0.6065,8.716,9.0249,8.9729,0.0291,1.8738,5.0594,5.047,LGG
TCGA-HT-8109-01A-11R-2404-07,11.3225,1.1644,0.1437,7.4592,7.7428,7.0932,0.015,1.1181,4.3134,4.9764,LGG
TCGA-HT-8110-01A-11R-2404-07,13.2113,2.0861,0.5943,9.8482,10.2525,9.5565,1.0984,2.4106,5.6067,5.8539,LGG
TCGA-HT-8111-01A-11R-2404-07,11.9487,0.8273,0.3013,8.6992,8.9097,8.6724,0.1867,1.0893,4.712,5.1585,LGG
TCGA-HT-8113-01A-11R-2404-07,10.2807,0.9392,0.1578,6.7127,7.2213,6.7848,0.1969,0.1345,3.5397,4.8994,LGG
TCGA-HT-8114-01A-11R-2404-07,13.1599,1.5892,0.442,9.4306,9.5411,9.2273,0.2491,1.8885,5.6427,5.2421,LGG
TCGA-HT-8558-01A-21R-2404-07,10.069,1.0411,0.0946,6.9238,6.9033,7.4967,0.0453,0.1896,3.0966,5.1748,LGG
TCGA-HT-8563-01A-11R-2404-07,14.267,3.6547,1.1577,11.4158,12.5485,11.7622,1.409,3.8134,8.0616,7.4206,LGG
TCGA-HT-8564-01A-11R-2404-07,12.2945,1.8183,0.3754,9.3217,9.6942,8.7853,0.584,1.7301,5.016,5.1367,LGG
TCGA-HT-A4DS-01A-11R-A26U-07,11.9113,1.0469,0.3732,9.7663,10.4453,9.7695,0.2918,1.5037,5.1155,5.6426,LGG
TCGA-HT-A4DV-01A-11R-A26U-07,11.2025,0.6248,0.0752,8.616,8.5501,8.016,0.2145,0.4518,4.5161,5.6395,LGG
TCGA-HT-A5R5-01A-11R-A28M-07,12.3175,2.2751,0.375,9.1773,9.6043,8.9553,1.5818,1.5036,5.9584,5.8687,LGG
TCGA-HT-A5R7-01A-11R-A28M-07,11.7997,1.1723,0.1283,8.61,8.701,8.8783,0.1332,0.6936,4.879,5.308,LGG
TCGA-HT-A5R9-01A-11R-A28M-07,10.2531,0.2821,0.211,7.2692,7.2131,6.6606,0.1131,0.2669,3.7839,4.9221,LGG
TCGA-HT-A5RA-01A-11R-A28M-07,13.1598,1.2147,0.3443,11.0679,11.186,10.5095,0.3738,2.6264,6.9296,6.2094,LGG
TCGA-HT-A5RB-01A-11R-A28M-07,10.5717,0.8732,0.2242,7.5949,7.7091,7.2603,0.0692,0.4834,3.8993,5.077,LGG
TCGA-HT-A5RC-01A-11R-A28M-07,12.0678,3.557,0.1453,9.0017,8.9568,8.3848,0.2725,1.8425,4.9191,6.009,LGG
TCGA-HT-A614-01A-11R-A29R-07,11.4306,0.9892,0.3788,8.3551,8.0882,8.0904,0.0197,0.5475,3.8147,5.3141,LGG
TCGA-HT-A615-01A-11R-A29R-07,12.923,1.9299,0.8821,9.5774,9.908,9.2024,0.246,1.1978,5.4893,5.6717,LGG
TCGA-HT-A616-01A-11R-A29R-07,10.7617,0.8379,0.0225,7.4214,7.9504,6.7329,0.0176,0.5836,3.5532,5.1136,LGG
TCGA-HT-A617-01A-11R-A29R-07,12.0696,2.1418,0.5153,8.5871,9.1025,8.3283,0.6125,2.3854,4.5221,5.4682,LGG
TCGA-HT-A618-01A-11R-A29R-07,12.3257,1.509,0.3243,8.6553,9.3583,8.7074,0.1282,1.9922,4.9472,5.738,LGG
TCGA-HT-A619-01A-11R-A29R-07,10.7938,0.1693,1.4379,8.0364,8.2477,7.8192,0.0524,0.1422,4.6994,5.3847,LGG
TCGA-HT-A61A-01A-11R-A29R-07,10.5114,0.5126,0.1994,7.8024,7.687,7.2066,0.0886,0.4973,3.5992,5.0405,LGG
TCGA-HT-A61B-01A-11R-A29R-07,12.9356,0.6507,0.3238,9.5466,10.0397,9.4373,0.246,1.7339,5.4483,5.8707,LGG
TCGA-HT-A61C-01A-11R-A29R-07,12.464,2.2283,0.4155,10.1647,9.9422,9.3307,0.4625,1.3742,6.3598,6.0365,LGG
TCGA-HT-A74H-01A-11R-A32Q-07,11.2156,0.9131,0.321,8.065,8.2027,8.0243,0.1389,1.7909,3.3209,4.866,LGG
TCGA-HT-A74J-01A-12R-A32Q-07,11.3861,0.9254,0,8.9672,9.0276,8.7254,0.1327,0.8177,4.7608,5.4384,LGG
TCGA-HT-A74K-01A-11R-A32Q-07,11.361,0.2341,0.2499,9.7593,9.2395,8.8025,0.0772,0.1395,4.3851,5.5641,LGG
TCGA-HT-A74L-01A-11R-A32Q-07,11.2546,1.0267,0.1069,7.0502,7.7335,7.3594,0.1211,1.0011,5.1311,5.2444,LGG
TCGA-HT-A74O-01A-11R-A32Q-07,12.6266,0.7512,0.2375,9.0432,9.5048,8.9726,0.3285,1.1651,5.017,5.6803,LGG
TCGA-HW-7486-01A-11R-2027-07,11.8679,0.9724,0.3177,7.9534,8.3511,8.393,0.0416,0.6436,4.9716,4.9452,LGG
TCGA-HW-7487-01A-11R-2027-07,11.2571,1.0269,0.2271,7.9977,7.5361,8.1163,0.0377,0.4762,4.648,4.8514,LGG
TCGA-HW-7489-01A-11R-2027-07,10.7212,1.199,0.2138,8.0302,7.4262,8.3687,0.1666,0.5942,4.0779,5.0011,LGG
TCGA-HW-7490-01A-11R-2027-07,12.9734,1.176,0.2744,9.6263,9.6385,8.9029,0.1968,0.7121,5.8208,5.5281,LGG
TCGA-HW-7491-01A-11R-2027-07,11.0879,0.2886,0.0713,7.4326,7.8677,6.7377,0.042,0.4107,4.8715,5.1055,LGG
TCGA-HW-7493-01A-11R-2027-07,11.6611,1.573,0.3716,8.1211,8.01,7.653,0.1259,1.2854,4.1653,4.5612,LGG
TCGA-HW-7495-01A-11R-2027-07,10.8707,0.8029,0.2326,7.6883,7.7033,7.6276,0.0406,0.5258,4.5691,5.2108,LGG
TCGA-HW-8319-01A-11R-2404-07,11.5931,1.5355,0.1558,8.288,8.1557,8.1628,0.0329,1.1755,4.4253,5.16,LGG
TCGA-HW-8320-01A-11R-2404-07,11.1796,1.2344,0.174,7.9695,7.9942,7.8664,0.6633,1.0624,4.4692,5.0157,LGG
TCGA-HW-8321-01A-11R-2404-07,11.6525,1.283,0.2957,8.2889,8.2064,7.2143,1.6661,0.4141,4.5202,5.0642,LGG
TCGA-HW-8322-01A-11R-2404-07,11.1454,0.4581,0.1578,8.1928,7.8198,7.1811,0.1538,0.3745,4.5979,5.0394,LGG
TCGA-HW-A5KJ-01A-12R-A27Q-07,10.5269,0.3743,0.3829,8.0375,8.356,7.7862,0.0816,0.1117,3.5873,4.9035,LGG
TCGA-HW-A5KK-01A-11R-A27Q-07,11.8487,1.9977,0.3104,9.1814,9.4491,9.0713,0.9165,1.9396,4.7706,6.1388,LGG
TCGA-HW-A5KL-01A-11R-A27Q-07,10.5078,0.5888,0.3067,7.2119,7.1867,7.0421,0.1341,0.8321,3.4513,4.7343,LGG
TCGA-HW-A5KM-01A-11R-A27Q-07,14.3171,2.5284,1.152,10.6312,11.3104,10.3992,0.3646,3.2095,7.302,6.8738,LGG
TCGA-IK-7675-01A-11R-2090-07,11.2487,0.6914,0.0173,6.376,7.0066,6.8607,0.0265,1.0399,3.5534,4.7228,LGG
TCGA-IK-8125-01A-11R-2256-07,10.9732,0.9359,0.4128,8.0721,7.4526,7.1382,0.0257,0.4249,3.9799,4.6343,LGG
TCGA-KT-A74X-01A-11R-A32Q-07,11.6999,0.3945,0.0692,9.005,8.9652,8.9333,0.1077,0.0706,5.6088,5.3828,LGG
TCGA-KT-A7W1-01A-11R-A34F-07,13.202,1.9576,0.3644,11.1096,11.3159,11.4325,0.6168,1.4911,7.6266,6.3743,LGG
TCGA-P5-A5ET-01A-11R-A27Q-07,10.904,0.4992,0.1326,7.7388,7.4934,8.2652,0.0316,0.2249,4.4607,5.5031,LGG
TCGA-P5-A5EU-01A-11R-A27Q-07,12.4827,2.4274,0.1499,10.526,10.5163,9.5958,0.3795,1.9171,6.8637,6.6135,LGG
TCGA-P5-A5EV-01A-11R-A27Q-07,11.3809,0.8962,0.1265,8.9988,8.335,8.3516,0.0356,0.6907,4.8346,5.6272,LGG
TCGA-P5-A5EW-01A-11R-A27Q-07,11.392,1.8525,0.1152,8.4904,8.5459,7.5819,0.3645,0.9126,4.4768,5.5869,LGG
TCGA-P5-A5EX-01A-12R-A28M-07,13.1271,4.529,0.6729,9.9547,10.3205,9.8153,0.5903,1.6442,5.9918,6.3371,LGG
TCGA-P5-A5EY-01A-11R-A27Q-07,11.2707,0.9373,0.2721,8.66,8.5334,8.2829,0.315,0.9283,4.3711,5.2403,LGG
TCGA-P5-A5EZ-01A-11R-A27Q-07,11.1181,0.6953,0.1461,8.4429,8.2631,7.8131,0.3571,0.8766,4.0258,4.726,LGG
TCGA-P5-A5F0-01A-11R-A28M-07,10.4576,0.6442,0.2358,8.5865,7.116,7.5221,0.0436,0.1317,4.4013,5.4627,LGG
TCGA-P5-A5F1-01A-11R-A28M-07,12.9373,0.8382,0.2291,9.6396,9.4439,9.2082,0.1042,1.1871,5.3369,5.9822,LGG
TCGA-P5-A5F2-01A-11R-A28M-07,10.6793,1.1264,0.0228,8.3074,8.0206,7.6524,0.0182,0.5645,4.3373,5.3234,LGG
TCGA-P5-A5F4-01A-11R-A28M-07,10.5668,1.0822,0.2798,7.7841,7.441,7.4739,0.017,0.5251,3.7297,5.2517,LGG
TCGA-P5-A5F6-01A-11R-A28M-07,10.376,0.2384,0.5495,7.7068,8.3012,8.8471,0.0999,0.0352,4.092,4.4427,LGG
TCGA-P5-A72U-01A-31R-A32Q-07,11.4677,1.887,0.2211,9.3834,9.9017,9.3043,0.3708,2.7152,4.6041,6.0081,LGG
TCGA-P5-A72W-01A-11R-A32Q-07,11.6486,0.5064,0.0799,8.7484,8.6513,8.4958,0.0834,0.5699,4.6907,5.3426,LGG
TCGA-P5-A72X-01A-11R-A32Q-07,11.2993,0.9188,0.1637,8.7403,8.9478,8.6307,0.1817,0.6068,4.6129,5.3683,LGG
TCGA-P5-A72Z-01A-11R-A32Q-07,11.2252,0.4654,0.0781,8.356,8.9357,8.5479,0.054,0.0906,5.4019,5.3039,LGG
TCGA-P5-A730-01A-11R-A32Q-07,12.1262,0.5577,0.2992,9.3058,8.486,8.1901,0,0.1617,5.035,5.1979,LGG
TCGA-P5-A731-01A-11R-A32Q-07,12.0857,1.9408,0.0573,9.2066,9.3729,8.933,0.1299,1.462,5.6161,5.308,LGG
TCGA-P5-A733-01A-11R-A32Q-07,10.6182,0.953,0,7.0508,6.9082,6.5458,0,0.6041,3.8492,4.4157,LGG
TCGA-P5-A735-01A-11R-A32Q-07,10.8895,0.6808,0.5412,7.9072,8.0775,8.0638,0.0436,0.4311,4.0865,5.1045,LGG
TCGA-P5-A736-01A-11R-A32Q-07,11.5763,1.6409,0.1454,8.1562,8.9095,8.1034,0.127,1.3452,3.9166,5.1679,LGG
TCGA-P5-A737-01A-11R-A32Q-07,10.7509,0.5963,0.2523,7.7172,7.5765,7.0653,0.0375,0.2392,4.161,4.7351,LGG
TCGA-P5-A77W-01A-11R-A32Q-07,10.3218,0.2427,0.3738,8.4932,8.148,7.42,0.1275,0.1084,4.6205,4.878,LGG
TCGA-P5-A77X-01A-11R-A32Q-07,10.9395,0.7281,0.613,7.1835,7.2952,6.7566,0.0135,0.3484,3.8837,4.9722,LGG
TCGA-P5-A780-01A-12R-A32Q-07,11.1811,0.5301,0.773,7.8578,7.7157,7.5195,0.1193,0.2979,3.7814,4.6991,LGG
TCGA-P5-A781-01A-11R-A32Q-07,11.3401,0.7646,0.2725,8.1541,8.2493,7.691,0.0324,0.4683,4.6578,5.1806,LGG
TCGA-QH-A65R-01A-21R-A31N-07,11.2606,0.4766,0.1061,7.6673,7.5698,7.8069,0.3604,0.09,4.5626,5.1899,LGG
TCGA-QH-A65S-01A-11R-A29R-07,11.2859,0.8253,0.2362,8.5134,8.1732,7.5788,0.018,0.7306,3.9193,5.1758,LGG
TCGA-QH-A65V-01A-11R-A29R-07,11.2346,0.4382,0.0481,7.8131,8.3567,7.9669,0,0.2857,4.6701,5.5067,LGG
TCGA-QH-A65X-01A-11R-A32Q-07,11.9451,0.1296,0.3844,9.6724,9.4196,9.1447,0.1967,0.1655,5.3023,5.713,LGG
TCGA-QH-A65Z-01A-11R-A29R-07,11.416,0.8931,0.1084,8.3803,8.5891,7.6838,0.1189,0.2205,4.9259,5.8759,LGG
TCGA-QH-A6CS-01A-11R-A31N-07,10.7664,1.6461,0.1786,6.8408,7.9259,6.9193,0,2.0479,3.9524,5.0917,LGG
TCGA-QH-A6CU-01A-11R-A31N-07,11.4356,0.5105,0.1565,8.0551,8.8842,8.9479,0.3741,0.4475,4.3518,5.9846,LGG
TCGA-QH-A6CV-01A-11R-A31N-07,12.5711,1.7153,0.3504,9.7906,10.3043,9.8642,0.4017,1.4097,5.8084,5.9803,LGG
TCGA-QH-A6CW-01A-11R-A32Q-07,11.2326,0.7365,0.14,8.5013,8.6837,8.058,0.6525,0.5859,4.3509,5.3019,LGG
